date,day_of_week,is_weekend,cone_size,flavor,temperature,daily_sales
2022-07-10,Sunday,1,Large,Chocolate,27.0,19
2022-07-10,Sunday,1,Large,Strawberry,27.0,17
2022-07-11,Monday,0,Small,Chocolate,30.6,29
2022-07-11,Monday,0,Small,Strawberry,30.6,23
2022-07-11,Monday,0,Medium,Chocolate,30.6,31
2022-07-11,Monday,0,Medium,Strawberry,30.6,24
2022-07-11,Monday,0,Large,Chocolate,30.6,27
2022-07-11,Monday,0,Large,Strawberry,30.6,21
2022-07-12,Tuesday,0,Small,Chocolate,27.3,16
2022-07-12,Tuesday,0,Small,Strawberry,27.3,17
2022-07-12,Tuesday,0,Medium,Chocolate,27.3,18
2022-07-12,Tuesday,0,Medium,Strawberry,27.3,16
2022-07-12,Tuesday,0,Large,Chocolate,27.3,11
2022-07-12,Tuesday,0,Large,Strawberry,27.3,10
2022-07-13,Wednesday,0,Small,Chocolate,28.5,23
2022-07-13,Wednesday,0,Small,Strawberry,28.5,18
2022-07-13,Wednesday,0,Medium,Chocolate,28.5,17
2022-07-13,Wednesday,0,Medium,Strawberry,28.5,14
2022-07-13,Wednesday,0,Large,Chocolate,28.5,11
2022-07-13,Wednesday,0,Large,Strawberry,28.5,11
2022-07-14,Thursday,0,Small,Chocolate,32.2,26
2022-07-14,Thursday,0,Small,Strawberry,32.2,21
2022-07-14,Thursday,0,Medium,Chocolate,32.2,23
2022-07-14,Thursday,0,Medium,Strawberry,32.2,21
2022-07-14,Thursday,0,Large,Chocolate,32.2,18
2022-07-14,Thursday,0,Large,Strawberry,32.2,19
2022-07-15,Friday,0,Small,Chocolate,27.2,26
2022-07-15,Friday,0,Small,Strawberry,27.2,24
2022-07-15,Friday,0,Medium,Chocolate,27.2,22
2022-07-15,Friday,0,Medium,Strawberry,27.2,15
2022-07-15,Friday,0,Large,Chocolate,27.2,15
2022-07-15,Friday,0,Large,Strawberry,27.2,10
2022-07-16,Saturday,1,Small,Chocolate,31.3,35
2022-07-16,Saturday,1,Small,Strawberry,31.3,26
2022-07-16,Saturday,1,Medium,Chocolate,31.3,32
2022-07-16,Saturday,1,Medium,Strawberry,31.3,26
2022-07-16,Saturday,1,Large,Chocolate,31.3,30
2022-07-16,Saturday,1,Large,Strawberry,31.3,27
2022-07-17,Sunday,1,Small,Chocolate,27.9,45
2022-07-17,Sunday,1,Small,Strawberry,27.9,38
2022-07-17,Sunday,1,Medium,Chocolate,27.9,0
2022-07-17,Sunday,1,Medium,Strawberry,27.9,29
2022-07-17,Sunday,1,Large,Chocolate,27.9,22
2022-07-17,Sunday,1,Large,Strawberry,27.9,21
2022-07-18,Monday,0,Small,Chocolate,29.0,31
2022-07-18,Monday,0,Small,Strawberry,29.0,25
2022-07-18,Monday,0,Medium,Chocolate,29.0,25
2022-07-18,Monday,0,Medium,Strawberry,29.0,19
2022-07-18,Monday,0,Large,Chocolate,29.0,13
2022-07-18,Monday,0,Large,Strawberry,29.0,14
2022-07-19,Tuesday,0,Small,Chocolate,28.2,22
2022-07-19,Tuesday,0,Small,Strawberry,28.2,16
2022-07-19,Tuesday,0,Medium,Chocolate,28.2,17
2022-07-19,Tuesday,0,Medium,Strawberry,28.2,15
2022-07-19,Tuesday,0,Large,Chocolate,28.2,12
2022-07-19,Tuesday,0,Large,Strawberry,28.2,7
2022-07-20,Wednesday,0,Small,Chocolate,28.4,34
2022-07-20,Wednesday,0,Small,Strawberry,28.4,31
2022-07-20,Wednesday,0,Medium,Chocolate,28.4,29
2022-07-20,Wednesday,0,Medium,Strawberry,28.4,24
2022-07-20,Wednesday,0,Large,Chocolate,28.4,14
2022-07-20,Wednesday,0,Large,Strawberry,28.4,15
2022-07-21,Thursday,0,Small,Chocolate,29.2,25
2022-07-21,Thursday,0,Small,Strawberry,29.2,22
2022-07-21,Thursday,0,Medium,Chocolate,29.2,21
2022-07-21,Thursday,0,Medium,Strawberry,29.2,14
2022-07-21,Thursday,0,Large,Chocolate,29.2,14
2022-07-21,Thursday,0,Large,Strawberry,29.2,9
2022-07-22,Friday,0,Small,Chocolate,29.7,26
2022-07-22,Friday,0,Small,Strawberry,29.7,23
2022-07-22,Friday,0,Medium,Chocolate,29.7,19
2022-07-22,Friday,0,Medium,Strawberry,29.7,21
2022-07-22,Friday,0,Large,Chocolate,29.7,10
2022-07-22,Friday,0,Large,Strawberry,29.7,10
2022-07-23,Saturday,1,Small,Chocolate,30.0,47
2022-07-23,Saturday,1,Small,Strawberry,30.0,39
2022-07-23,Saturday,1,Medium,Chocolate,30.0,38
2022-07-23,Saturday,1,Medium,Strawberry,30.0,30
2022-07-23,Saturday,1,Large,Chocolate,30.0,27
2022-07-23,Saturday,1,Large,Strawberry,30.0,21
2022-07-24,Sunday,1,Small,Chocolate,30.9,28
2022-07-24,Sunday,1,Small,Strawberry,30.9,22
2022-07-24,Sunday,1,Medium,Chocolate,30.9,25
2022-07-24,Sunday,1,Medium,Strawberry,30.9,23
2022-07-24,Sunday,1,Large,Chocolate,30.9,22
2022-07-24,Sunday,1,Large,Strawberry,30.9,20
2022-07-25,Monday,0,Small,Chocolate,27.0,33
2022-07-25,Monday,0,Small,Strawberry,27.0,29
2022-07-25,Monday,0,Medium,Chocolate,27.0,29
2022-07-25,Monday,0,Medium,Strawberry,27.0,21
2022-07-25,Monday,0,Large,Chocolate,27.0,19
2022-07-25,Monday,0,Large,Strawberry,27.0,12
2022-07-26,Tuesday,0,Small,Chocolate,32.0,21
2022-07-26,Tuesday,0,Small,Strawberry,32.0,18
2022-07-26,Tuesday,0,Medium,Chocolate,32.0,23
2022-07-26,Tuesday,0,Medium,Strawberry,32.0,16
2022-07-26,Tuesday,0,Large,Chocolate,32.0,17
2022-07-26,Tuesday,0,Large,Strawberry,32.0,15
2022-07-27,Wednesday,0,Small,Chocolate,26.7,34
2022-07-27,Wednesday,0,Small,Strawberry,26.7,30
2022-07-27,Wednesday,0,Medium,Chocolate,26.7,28
2022-07-27,Wednesday,0,Medium,Strawberry,26.7,21
2022-07-27,Wednesday,0,Large,Chocolate,26.7,18
2022-07-27,Wednesday,0,Large,Strawberry,26.7,16
2022-07-28,Thursday,0,Small,Chocolate,28.6,36
2022-07-28,Thursday,0,Small,Strawberry,28.6,30
2022-07-28,Thursday,0,Medium,Chocolate,28.6,26
2022-07-28,Thursday,0,Medium,Strawberry,28.6,20
2022-07-28,Thursday,0,Large,Chocolate,28.6,16
2022-07-28,Thursday,0,Large,Strawberry,28.6,14
2022-07-29,Friday,0,Small,Chocolate,30.0,13
2022-07-29,Friday,0,Small,Strawberry,30.0,11
2022-07-29,Friday,0,Medium,Chocolate,30.0,12
2022-07-29,Friday,0,Medium,Strawberry,30.0,13
2022-07-29,Friday,0,Large,Chocolate,30.0,11
2022-07-29,Friday,0,Large,Strawberry,30.0,11
2022-07-30,Saturday,1,Small,Chocolate,28.4,53
2022-07-30,Saturday,1,Small,Strawberry,28.4,43
2022-07-30,Saturday,1,Medium,Chocolate,28.4,37
2022-07-30,Saturday,1,Medium,Strawberry,28.4,31
2022-07-30,Saturday,1,Large,Chocolate,28.4,24
2022-07-30,Saturday,1,Large,Strawberry,28.4,21
2022-07-31,Sunday,1,Small,Chocolate,30.2,29
2022-07-31,Sunday,1,Small,Strawberry,30.2,19
2022-07-31,Sunday,1,Medium,Chocolate,30.2,31
2022-07-31,Sunday,1,Medium,Strawberry,30.2,22
2022-07-31,Sunday,1,Large,Chocolate,30.2,24
2022-07-31,Sunday,1,Large,Strawberry,30.2,19
2022-08-01,Monday,0,Small,Chocolate,31.1,10
2022-08-01,Monday,0,Small,Strawberry,31.1,8
2022-08-01,Monday,0,Medium,Chocolate,31.1,8
2022-08-01,Monday,0,Medium,Strawberry,31.1,11
2022-08-01,Monday,0,Large,Chocolate,31.1,6
2022-08-01,Monday,0,Large,Strawberry,31.1,8
2022-08-02,Tuesday,0,Small,Chocolate,29.4,34
2022-08-02,Tuesday,0,Small,Strawberry,29.4,27
2022-08-02,Tuesday,0,Medium,Chocolate,29.4,30
2022-08-02,Tuesday,0,Medium,Strawberry,29.4,24
2022-08-02,Tuesday,0,Large,Chocolate,29.4,15
2022-08-02,Tuesday,0,Large,Strawberry,29.4,13
2022-08-03,Wednesday,0,Small,Chocolate,29.4,31
2022-08-03,Wednesday,0,Small,Strawberry,29.4,21
2022-08-03,Wednesday,0,Medium,Chocolate,29.4,27
2022-08-03,Wednesday,0,Medium,Strawberry,29.4,19
2022-08-03,Wednesday,0,Large,Chocolate,29.4,12
2022-08-03,Wednesday,0,Large,Strawberry,29.4,8
2022-08-04,Thursday,0,Small,Chocolate,30.2,23
2022-08-04,Thursday,0,Small,Strawberry,30.2,22
2022-08-04,Thursday,0,Medium,Chocolate,30.2,24
2022-08-04,Thursday,0,Medium,Strawberry,30.2,22
2022-08-04,Thursday,0,Large,Chocolate,30.2,17
2022-08-04,Thursday,0,Large,Strawberry,30.2,16
2022-08-05,Friday,0,Small,Chocolate,25.3,21
2022-08-05,Friday,0,Small,Strawberry,25.3,19
2022-08-05,Friday,0,Medium,Chocolate,25.3,17
2022-08-05,Friday,0,Medium,Strawberry,25.3,15
2022-08-05,Friday,0,Large,Chocolate,25.3,12
2022-08-05,Friday,0,Large,Strawberry,25.3,13
2022-08-06,Saturday,1,Small,Chocolate,27.8,33
2022-08-06,Saturday,1,Small,Strawberry,27.8,25
2022-08-06,Saturday,1,Medium,Chocolate,27.8,29
2022-08-06,Saturday,1,Medium,Strawberry,27.8,21
2022-08-06,Saturday,1,Large,Chocolate,27.8,15
2022-08-06,Saturday,1,Large,Strawberry,27.8,13
2022-08-07,Sunday,1,Small,Chocolate,29.8,40
2022-08-07,Sunday,1,Small,Strawberry,29.8,37
2022-08-07,Sunday,1,Medium,Chocolate,29.8,31
2022-08-07,Sunday,1,Medium,Strawberry,29.8,27
2022-08-07,Sunday,1,Large,Chocolate,29.8,22
2022-08-07,Sunday,1,Large,Strawberry,29.8,14
2022-08-08,Monday,0,Small,Chocolate,29.3,24
2022-08-08,Monday,0,Small,Strawberry,29.3,16
2022-08-08,Monday,0,Medium,Chocolate,29.3,19
2022-08-08,Monday,0,Medium,Strawberry,29.3,16
2022-08-08,Monday,0,Large,Chocolate,29.3,13
2022-08-08,Monday,0,Large,Strawberry,29.3,9
2022-08-09,Tuesday,0,Small,Chocolate,27.8,27
2022-08-09,Tuesday,0,Small,Strawberry,27.8,18
2022-08-09,Tuesday,0,Medium,Chocolate,27.8,17
2022-08-09,Tuesday,0,Medium,Strawberry,27.8,17
2022-08-09,Tuesday,0,Large,Chocolate,27.8,10
2022-08-09,Tuesday,0,Large,Strawberry,27.8,8
2022-08-10,Wednesday,0,Small,Chocolate,25.3,20
2022-08-10,Wednesday,0,Small,Strawberry,25.3,17
2022-08-10,Wednesday,0,Medium,Chocolate,25.3,18
2022-08-10,Wednesday,0,Medium,Strawberry,25.3,14
2022-08-10,Wednesday,0,Large,Chocolate,25.3,10
2022-08-10,Wednesday,0,Large,Strawberry,25.3,8
2022-08-11,Thursday,0,Small,Chocolate,29.2,35
2022-08-11,Thursday,0,Small,Strawberry,29.2,28
2022-08-11,Thursday,0,Medium,Chocolate,29.2,26
2022-08-11,Thursday,0,Medium,Strawberry,29.2,20
2022-08-11,Thursday,0,Large,Chocolate,29.2,19
2022-08-11,Thursday,0,Large,Strawberry,29.2,16
2022-08-12,Friday,0,Small,Chocolate,29.2,30
2022-08-12,Friday,0,Small,Strawberry,29.2,21
2022-08-12,Friday,0,Medium,Chocolate,29.2,23
2022-08-12,Friday,0,Medium,Strawberry,29.2,17
2022-08-12,Friday,0,Large,Chocolate,29.2,12
2022-08-12,Friday,0,Large,Strawberry,29.2,12
2022-08-13,Saturday,1,Small,Chocolate,28.8,45
2022-08-13,Saturday,1,Small,Strawberry,28.8,37
2022-08-13,Saturday,1,Medium,Chocolate,28.8,40
2022-08-13,Saturday,1,Medium,Strawberry,28.8,31
2022-08-13,Saturday,1,Large,Chocolate,28.8,24
2022-08-13,Saturday,1,Large,Strawberry,28.8,19
2022-08-14,Sunday,1,Small,Chocolate,30.0,47
2022-08-14,Sunday,1,Small,Strawberry,30.0,38
2022-08-14,Sunday,1,Medium,Chocolate,30.0,37
2022-08-14,Sunday,1,Medium,Strawberry,30.0,24
2022-08-14,Sunday,1,Large,Chocolate,30.0,24
2022-08-14,Sunday,1,Large,Strawberry,30.0,18
2022-08-15,Monday,0,Small,Chocolate,31.1,21
2022-08-15,Monday,0,Small,Strawberry,31.1,19
2022-08-15,Monday,0,Medium,Chocolate,31.1,20
2022-08-15,Monday,0,Medium,Strawberry,31.1,19
2022-08-15,Monday,0,Large,Chocolate,31.1,20
2022-08-15,Monday,0,Large,Strawberry,31.1,17
2022-08-16,Tuesday,0,Small,Chocolate,26.2,22
2022-08-16,Tuesday,0,Small,Strawberry,26.2,22
2022-08-16,Tuesday,0,Medium,Chocolate,26.2,21
2022-08-16,Tuesday,0,Medium,Strawberry,26.2,17
2022-08-16,Tuesday,0,Large,Chocolate,26.2,12
2022-08-16,Tuesday,0,Large,Strawberry,26.2,11
2022-08-17,Wednesday,0,Small,Chocolate,30.9,22
2022-08-17,Wednesday,0,Small,Strawberry,30.9,15
2022-08-17,Wednesday,0,Medium,Chocolate,30.9,19
2022-08-17,Wednesday,0,Medium,Strawberry,30.9,17
2022-08-17,Wednesday,0,Large,Chocolate,30.9,20
2022-08-17,Wednesday,0,Large,Strawberry,30.9,14
2022-08-18,Thursday,0,Small,Chocolate,27.2,23
2022-08-18,Thursday,0,Small,Strawberry,27.2,20
2022-08-18,Thursday,0,Medium,Chocolate,27.2,16
2022-08-18,Thursday,0,Medium,Strawberry,27.2,18
2022-08-18,Thursday,0,Large,Chocolate,27.2,11
2022-08-18,Thursday,0,Large,Strawberry,27.2,11
2022-08-19,Friday,0,Small,Chocolate,25.0,27
2022-08-19,Friday,0,Small,Strawberry,25.0,21
2022-08-19,Friday,0,Medium,Chocolate,25.0,18
2022-08-19,Friday,0,Medium,Strawberry,25.0,17
2022-08-19,Friday,0,Large,Chocolate,25.0,10
2022-08-19,Friday,0,Large,Strawberry,25.0,10
2022-08-20,Saturday,1,Small,Chocolate,29.6,49
2022-08-20,Saturday,1,Small,Strawberry,29.6,38
2022-08-20,Saturday,1,Medium,Chocolate,29.6,40
2022-08-20,Saturday,1,Medium,Strawberry,29.6,32
2022-08-20,Saturday,1,Large,Chocolate,29.6,20
2022-08-20,Saturday,1,Large,Strawberry,29.6,22
2022-08-21,Sunday,1,Small,Chocolate,27.4,48
2022-08-21,Sunday,1,Small,Strawberry,27.4,34
2022-08-21,Sunday,1,Medium,Chocolate,27.4,40
2022-08-21,Sunday,1,Medium,Strawberry,27.4,33
2022-08-21,Sunday,1,Large,Chocolate,27.4,22
2022-08-21,Sunday,1,Large,Strawberry,27.4,19
2022-08-22,Monday,0,Small,Chocolate,32.9,22
2022-08-22,Monday,0,Small,Strawberry,32.9,15
2022-08-22,Monday,0,Medium,Chocolate,32.9,15
2022-08-22,Monday,0,Medium,Strawberry,32.9,16
2022-08-22,Monday,0,Large,Chocolate,32.9,16
2022-08-22,Monday,0,Large,Strawberry,32.9,0
2022-08-23,Tuesday,0,Small,Chocolate,27.1,27
2022-08-23,Tuesday,0,Small,Strawberry,27.1,20
2022-08-23,Tuesday,0,Medium,Chocolate,27.1,23
2022-08-23,Tuesday,0,Medium,Strawberry,27.1,14
2022-08-23,Tuesday,0,Large,Chocolate,27.1,10
2022-08-23,Tuesday,0,Large,Strawberry,27.1,13
2022-08-24,Wednesday,0,Small,Chocolate,28.2,24
2022-08-24,Wednesday,0,Small,Strawberry,28.2,21
2022-08-24,Wednesday,0,Medium,Chocolate,28.2,21
2022-08-24,Wednesday,0,Medium,Strawberry,28.2,14
2022-08-24,Wednesday,0,Large,Chocolate,28.2,12
2022-08-24,Wednesday,0,Large,Strawberry,28.2,12
2022-08-25,Thursday,0,Small,Chocolate,30.0,27
2022-08-25,Thursday,0,Small,Strawberry,30.0,17
2022-08-25,Thursday,0,Medium,Chocolate,30.0,22
2022-08-25,Thursday,0,Medium,Strawberry,30.0,15
2022-08-25,Thursday,0,Large,Chocolate,30.0,14
2022-08-25,Thursday,0,Large,Strawberry,30.0,10
2022-08-26,Friday,0,Small,Chocolate,29.7,24
2022-08-26,Friday,0,Small,Strawberry,29.7,18
2022-08-26,Friday,0,Medium,Chocolate,29.7,18
2022-08-26,Friday,0,Medium,Strawberry,29.7,14
2022-08-26,Friday,0,Large,Chocolate,29.7,10
2022-08-26,Friday,0,Large,Strawberry,29.7,9
2022-08-27,Saturday,1,Small,Chocolate,26.8,41
2022-08-27,Saturday,1,Small,Strawberry,26.8,35
2022-08-27,Saturday,1,Medium,Chocolate,26.8,34
2022-08-27,Saturday,1,Medium,Strawberry,26.8,24
2022-08-27,Saturday,1,Large,Chocolate,26.8,22
2022-08-27,Saturday,1,Large,Strawberry,26.8,14
2022-08-28,Sunday,1,Small,Chocolate,28.1,42
2022-08-28,Sunday,1,Small,Strawberry,28.1,38
2022-08-28,Sunday,1,Medium,Chocolate,28.1,36
2022-08-28,Sunday,1,Medium,Strawberry,28.1,0
2022-08-28,Sunday,1,Large,Chocolate,28.1,26
2022-08-28,Sunday,1,Large,Strawberry,28.1,18
2022-08-29,Monday,0,Small,Chocolate,25.2,24
2022-08-29,Monday,0,Small,Strawberry,25.2,18
2022-08-29,Monday,0,Medium,Chocolate,25.2,20
2022-08-29,Monday,0,Medium,Strawberry,25.2,16
2022-08-29,Monday,0,Large,Chocolate,25.2,7
2022-08-29,Monday,0,Large,Strawberry,25.2,8
2022-08-30,Tuesday,0,Small,Chocolate,25.6,21
2022-08-30,Tuesday,0,Small,Strawberry,25.6,26
2022-08-30,Tuesday,0,Medium,Chocolate,25.6,21
2022-08-30,Tuesday,0,Medium,Strawberry,25.6,17
2022-08-30,Tuesday,0,Large,Chocolate,25.6,15
2022-08-30,Tuesday,0,Large,Strawberry,25.6,15
2022-08-31,Wednesday,0,Small,Chocolate,28.4,33
2022-08-31,Wednesday,0,Small,Strawberry,28.4,26
2022-08-31,Wednesday,0,Medium,Chocolate,28.4,25
2022-08-31,Wednesday,0,Medium,Strawberry,28.4,20
2022-08-31,Wednesday,0,Large,Chocolate,28.4,15
2022-08-31,Wednesday,0,Large,Strawberry,28.4,11
2022-09-01,Thursday,0,Small,Chocolate,26.4,17
2022-09-01,Thursday,0,Small,Strawberry,26.4,13
2022-09-01,Thursday,0,Medium,Chocolate,26.4,13
2022-09-01,Thursday,0,Medium,Strawberry,26.4,9
2022-09-01,Thursday,0,Large,Chocolate,26.4,14
2022-09-01,Thursday,0,Large,Strawberry,26.4,9
2022-09-02,Friday,0,Small,Chocolate,24.0,0
2022-09-02,Friday,0,Small,Strawberry,24.0,15
2022-09-02,Friday,0,Medium,Chocolate,24.0,13
2022-09-02,Friday,0,Medium,Strawberry,24.0,14
2022-09-02,Friday,0,Large,Chocolate,24.0,9
2022-09-02,Friday,0,Large,Strawberry,24.0,10
2022-09-03,Saturday,1,Small,Chocolate,28.4,51
2022-09-03,Saturday,1,Small,Strawberry,28.4,44
2022-09-03,Saturday,1,Medium,Chocolate,28.4,43
2022-09-03,Saturday,1,Medium,Strawberry,28.4,33
2022-09-03,Saturday,1,Large,Chocolate,28.4,25
2022-09-03,Saturday,1,Large,Strawberry,28.4,25
2022-09-04,Sunday,1,Small,Chocolate,26.8,42
2022-09-04,Sunday,1,Small,Strawberry,26.8,33
2022-09-04,Sunday,1,Medium,Chocolate,26.8,34
2022-09-04,Sunday,1,Medium,Strawberry,26.8,0
2022-09-04,Sunday,1,Large,Chocolate,26.8,20
2022-09-04,Sunday,1,Large,Strawberry,26.8,18
2022-09-05,Monday,0,Small,Chocolate,22.9,14
2022-09-05,Monday,0,Small,Strawberry,22.9,11
2022-09-05,Monday,0,Medium,Chocolate,22.9,9
2022-09-05,Monday,0,Medium,Strawberry,22.9,6
2022-09-05,Monday,0,Large,Chocolate,22.9,4
2022-09-05,Monday,0,Large,Strawberry,22.9,4
2022-09-06,Tuesday,0,Small,Chocolate,27.4,31
2022-09-06,Tuesday,0,Small,Strawberry,27.4,23
2022-09-06,Tuesday,0,Medium,Chocolate,27.4,26
2022-09-06,Tuesday,0,Medium,Strawberry,27.4,19
2022-09-06,Tuesday,0,Large,Chocolate,27.4,15
2022-09-06,Tuesday,0,Large,Strawberry,27.4,16
2022-09-07,Wednesday,0,Small,Chocolate,27.7,25
2022-09-07,Wednesday,0,Small,Strawberry,27.7,23
2022-09-07,Wednesday,0,Medium,Chocolate,27.7,24
2022-09-07,Wednesday,0,Medium,Strawberry,27.7,17
2022-09-07,Wednesday,0,Large,Chocolate,27.7,17
2022-09-07,Wednesday,0,Large,Strawberry,27.7,14
2022-09-08,Thursday,0,Small,Chocolate,29.3,31
2022-09-08,Thursday,0,Small,Strawberry,29.3,27
2022-09-08,Thursday,0,Medium,Chocolate,29.3,24
2022-09-08,Thursday,0,Medium,Strawberry,29.3,18
2022-09-08,Thursday,0,Large,Chocolate,29.3,14
2022-09-08,Thursday,0,Large,Strawberry,29.3,13
2022-09-09,Friday,0,Small,Chocolate,23.3,19
2022-09-09,Friday,0,Small,Strawberry,23.3,9
2022-09-09,Friday,0,Medium,Chocolate,23.3,16
2022-09-09,Friday,0,Medium,Strawberry,23.3,13
2022-09-09,Friday,0,Large,Chocolate,23.3,8
2022-09-09,Friday,0,Large,Strawberry,23.3,8
2022-09-10,Saturday,1,Small,Chocolate,25.8,47
2022-09-10,Saturday,1,Small,Strawberry,25.8,34
2022-09-10,Saturday,1,Medium,Chocolate,25.8,37
2022-09-10,Saturday,1,Medium,Strawberry,25.8,29
2022-09-10,Saturday,1,Large,Chocolate,25.8,23
2022-09-10,Saturday,1,Large,Strawberry,25.8,17
2022-09-11,Sunday,1,Small,Chocolate,29.2,50
2022-09-11,Sunday,1,Small,Strawberry,29.2,39
2022-09-11,Sunday,1,Medium,Chocolate,29.2,0
2022-09-11,Sunday,1,Medium,Strawberry,29.2,34
2022-09-11,Sunday,1,Large,Chocolate,29.2,26
2022-09-11,Sunday,1,Large,Strawberry,29.2,0
2022-09-12,Monday,0,Small,Chocolate,27.2,32
2022-09-12,Monday,0,Small,Strawberry,27.2,23
2022-09-12,Monday,0,Medium,Chocolate,27.2,25
2022-09-12,Monday,0,Medium,Strawberry,27.2,22
2022-09-12,Monday,0,Large,Chocolate,27.2,16
2022-09-12,Monday,0,Large,Strawberry,27.2,14
2022-09-13,Tuesday,0,Small,Chocolate,24.9,17
2022-09-13,Tuesday,0,Small,Strawberry,24.9,15
2022-09-13,Tuesday,0,Medium,Chocolate,24.9,12
2022-09-13,Tuesday,0,Medium,Strawberry,24.9,11
2022-09-13,Tuesday,0,Large,Chocolate,24.9,7
2022-09-13,Tuesday,0,Large,Strawberry,24.9,9
2022-09-14,Wednesday,0,Small,Chocolate,24.9,31
2022-09-14,Wednesday,0,Small,Strawberry,24.9,23
2022-09-14,Wednesday,0,Medium,Chocolate,24.9,20
2022-09-14,Wednesday,0,Medium,Strawberry,24.9,14
2022-09-14,Wednesday,0,Large,Chocolate,24.9,11
2022-09-14,Wednesday,0,Large,Strawberry,24.9,9
2022-09-15,Thursday,0,Small,Chocolate,28.1,29
2022-09-15,Thursday,0,Small,Strawberry,28.1,18
2022-09-15,Thursday,0,Medium,Chocolate,28.1,20
2022-09-15,Thursday,0,Medium,Strawberry,28.1,20
2022-09-15,Thursday,0,Large,Chocolate,28.1,15
2022-09-15,Thursday,0,Large,Strawberry,28.1,11
2022-09-16,Friday,0,Small,Chocolate,26.4,33
2022-09-16,Friday,0,Small,Strawberry,26.4,27
2022-09-16,Friday,0,Medium,Chocolate,26.4,27
2022-09-16,Friday,0,Medium,Strawberry,26.4,26
2022-09-16,Friday,0,Large,Chocolate,26.4,13
2022-09-16,Friday,0,Large,Strawberry,26.4,15
2022-09-17,Saturday,1,Small,Chocolate,25.0,36
2022-09-17,Saturday,1,Small,Strawberry,25.0,30
2022-09-17,Saturday,1,Medium,Chocolate,25.0,31
2022-09-17,Saturday,1,Medium,Strawberry,25.0,30
2022-09-17,Saturday,1,Large,Chocolate,25.0,20
2022-09-17,Saturday,1,Large,Strawberry,25.0,14
2022-09-18,Sunday,1,Small,Chocolate,24.3,24
2022-09-18,Sunday,1,Small,Strawberry,24.3,22
2022-09-18,Sunday,1,Medium,Chocolate,24.3,24
2022-09-18,Sunday,1,Medium,Strawberry,24.3,15
2022-09-18,Sunday,1,Large,Chocolate,24.3,16
2022-09-18,Sunday,1,Large,Strawberry,24.3,12
2022-09-19,Monday,0,Small,Chocolate,23.6,21
2022-09-19,Monday,0,Small,Strawberry,23.6,16
2022-09-19,Monday,0,Medium,Chocolate,23.6,14
2022-09-19,Monday,0,Medium,Strawberry,23.6,11
2022-09-19,Monday,0,Large,Chocolate,23.6,9
2022-09-19,Monday,0,Large,Strawberry,23.6,6
2022-09-20,Tuesday,0,Small,Chocolate,20.7,11
2022-09-20,Tuesday,0,Small,Strawberry,20.7,10
2022-09-20,Tuesday,0,Medium,Chocolate,20.7,9
2022-09-20,Tuesday,0,Medium,Strawberry,20.7,6
2022-09-20,Tuesday,0,Large,Chocolate,20.7,5
2022-09-20,Tuesday,0,Large,Strawberry,20.7,1
2022-09-21,Wednesday,0,Small,Chocolate,29.4,19
2022-09-21,Wednesday,0,Small,Strawberry,29.4,16
2022-09-21,Wednesday,0,Medium,Chocolate,29.4,19
2022-09-21,Wednesday,0,Medium,Strawberry,29.4,14
2022-09-21,Wednesday,0,Large,Chocolate,29.4,8
2022-09-21,Wednesday,0,Large,Strawberry,29.4,11
2022-09-22,Thursday,0,Small,Chocolate,26.2,29
2022-09-22,Thursday,0,Small,Strawberry,26.2,27
2022-09-22,Thursday,0,Medium,Chocolate,26.2,26
2022-09-22,Thursday,0,Medium,Strawberry,26.2,16
2022-09-22,Thursday,0,Large,Chocolate,26.2,17
2022-09-22,Thursday,0,Large,Strawberry,26.2,12
2022-09-23,Friday,0,Small,Chocolate,25.7,15
2022-09-23,Friday,0,Small,Strawberry,25.7,11
2022-09-23,Friday,0,Medium,Chocolate,25.7,14
2022-09-23,Friday,0,Medium,Strawberry,25.7,12
2022-09-23,Friday,0,Large,Chocolate,25.7,4
2022-09-23,Friday,0,Large,Strawberry,25.7,6
2022-09-24,Saturday,1,Small,Chocolate,26.9,39
2022-09-24,Saturday,1,Small,Strawberry,26.9,31
2022-09-24,Saturday,1,Medium,Chocolate,26.9,30
2022-09-24,Saturday,1,Medium,Strawberry,26.9,24
2022-09-24,Saturday,1,Large,Chocolate,26.9,0
2022-09-24,Saturday,1,Large,Strawberry,26.9,13
2022-09-25,Sunday,1,Small,Chocolate,25.9,36
2022-09-25,Sunday,1,Small,Strawberry,25.9,29
2022-09-25,Sunday,1,Medium,Chocolate,25.9,28
2022-09-25,Sunday,1,Medium,Strawberry,25.9,26
2022-09-25,Sunday,1,Large,Chocolate,25.9,18
2022-09-25,Sunday,1,Large,Strawberry,25.9,12
2022-09-26,Monday,0,Small,Chocolate,25.9,23
2022-09-26,Monday,0,Small,Strawberry,25.9,22
2022-09-26,Monday,0,Medium,Chocolate,25.9,18
2022-09-26,Monday,0,Medium,Strawberry,25.9,15
2022-09-26,Monday,0,Large,Chocolate,25.9,9
2022-09-26,Monday,0,Large,Strawberry,25.9,9
2022-09-27,Tuesday,0,Small,Chocolate,25.6,16
2022-09-27,Tuesday,0,Small,Strawberry,25.6,13
2022-09-27,Tuesday,0,Medium,Chocolate,25.6,13
2022-09-27,Tuesday,0,Medium,Strawberry,25.6,12
2022-09-27,Tuesday,0,Large,Chocolate,25.6,9
2022-09-27,Tuesday,0,Large,Strawberry,25.6,9
